"","Date","MinTemp","MaxTemp","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"51942",2015-07-01,-4.1,10,NA,NA,"N",28,"NNW","NNW",6,17,99,55,1028.8,1024.3,8,NA,0,9.6,"No","No"
"51943",2015-07-02,-0.8,10.8,NA,NA,"NNW",48,"NW","WSW",13,28,85,44,1022,1018.9,4,2,4.7,10.4,"No","No"
"51944",2015-07-03,-7,10.5,NA,NA,"NNW",28,NA,"NW",0,17,84,37,1028.8,1025.5,NA,NA,0.5,9.6,"No","No"
"51945",2015-07-04,-5.5,9.3,NA,NA,"WSW",19,"W","WSW",2,4,94,56,1024,1022.3,NA,NA,-0.6,8.7,"No","No"
"51946",2015-07-05,-4.7,7.3,NA,NA,"N",15,"SSW","SSW",7,9,99,78,1024,1019.8,8,NA,-0.3,6,"No","No"
"51947",2015-07-06,-2.4,11.2,NA,NA,"NNW",26,"SW","NW",13,19,99,55,1018.4,1015.8,8,NA,1.7,10.6,"No","No"
"51948",2015-07-07,-4.7,11.5,NA,NA,"SSE",20,NA,"SE",0,13,95,59,1022.6,1022.4,NA,8,1.6,10.6,"No","No"
"51949",2015-07-08,-3,12.6,NA,NA,"ESE",19,"ESE","NW",9,6,79,44,1029.9,1027.9,NA,NA,3.4,12.3,"No","No"
"51950",2015-07-09,-1.3,13.8,NA,NA,"N",24,NA,"NNW",0,9,87,46,1031,1026.7,NA,NA,5,13.1,"No","Yes"
"51951",2015-07-10,-0.5,9.9,NA,NA,"NNW",35,"NE","NW",7,17,99,84,1023.4,1019.2,8,7,4.4,9.5,"Yes","Yes"
"51952",2015-07-11,3.6,12.5,NA,NA,"W",43,"NNW","NNW",17,24,91,73,1015.3,1009.3,8,8,8.7,11.7,"Yes","Yes"
"51953",2015-07-12,3.1,9.2,NA,NA,"WNW",39,"NW","WNW",20,24,90,65,1005.1,1002.1,8,NA,3.6,7.2,"Yes","Yes"
"51954",2015-07-13,3.6,13.6,NA,NA,"W",48,"NW","WSW",17,26,72,46,1004.6,1006.1,7,NA,7.8,13,"Yes","No"
"51955",2015-07-14,4.1,10,NA,NA,"NNW",52,"NW","NNW",30,35,68,65,1012.1,1012.7,NA,NA,7.2,7,"No","No"
"51956",2015-07-15,1.1,7.9,NA,NA,"NNW",30,"E","SSE",7,7,93,79,1018,1017.3,8,8,3.5,7.6,"No","Yes"
"51957",2015-07-16,-0.5,10.8,NA,NA,"S",35,"SE","SSW",11,24,88,65,1018.9,1015.1,1,8,4.9,9.4,"Yes","No"
"51958",2015-07-17,4.2,10.8,NA,NA,"S",54,"S","SSE",26,22,58,44,1015.8,1016.8,NA,NA,5.9,10.4,"No","No"
"51959",2015-07-18,-2.9,11,NA,NA,"S",37,"S","S",22,22,68,52,1027.9,1028.9,NA,5,6,9.5,"No","No"
"51960",2015-07-19,-5.1,12.8,NA,NA,"NW",15,NA,"WNW",0,9,90,62,1034.8,1032.3,NA,NA,0.9,9.8,"No","No"
"51961",2015-07-20,-4.7,14.1,NA,NA,"N",19,NA,"N",0,9,99,39,1036.5,1032.6,NA,NA,0.8,12.9,"No","No"
"51962",2015-07-21,-4.5,14.1,NA,NA,"NW",35,NA,"NNW",0,22,98,50,1033.5,1029.5,NA,NA,1.4,13.6,"No","No"
"51963",2015-07-22,0.2,9.6,NA,NA,"SW",22,"S","NNE",11,15,99,96,1026.7,1024.8,8,8,4.3,8.9,"No","Yes"
"51964",2015-07-23,4.3,10.8,NA,NA,"SW",13,NA,"NNW",0,9,99,96,1028,1025.1,7,8,7.4,9.6,"Yes","Yes"
"51965",2015-07-24,0.5,11.6,NA,NA,"NW",50,"S","NW",6,17,99,95,1020.8,1015.8,8,8,4.4,10,"Yes","Yes"
"51966",2015-07-25,4.4,13.4,NA,NA,"NW",52,"NW","WNW",28,24,79,60,1018.1,1017,1,2,8,10.7,"Yes","No"
"51967",2015-07-26,6.5,11.5,NA,NA,"WNW",59,"NNW","W",30,37,75,66,1016.5,1015.8,1,8,9.5,7.9,"No","No"
"51968",2015-07-27,1.4,11.5,NA,NA,"W",48,"WNW","WSW",26,30,57,42,1025.4,1026.3,NA,NA,5.6,10.1,"No","No"
"51969",2015-07-28,-4.1,13,NA,NA,"NW",24,NA,"NW",0,13,87,47,1035.1,1032.2,NA,NA,2.7,12.3,"No","No"
"51970",2015-07-29,-3.3,12.9,NA,NA,"NW",35,NA,"NW",0,22,90,47,1036.1,1031.2,NA,NA,2.8,11.1,"No","No"
"51971",2015-07-30,-2.5,12.3,NA,NA,"NNW",48,"NW","NW",24,30,72,59,1026.2,1021.7,NA,NA,8,9.9,"No","No"
"51972",2015-07-31,2.4,15.1,NA,NA,"NNW",39,"N","NW",11,24,73,48,1022,1020.1,1,NA,8.1,14.5,"No","No"
"51973",2015-08-01,2.3,15.1,NA,NA,"WNW",59,"NNW","WNW",31,24,72,60,1016.4,1014.2,8,1,8.7,13.9,"No","Yes"
"51974",2015-08-02,7.4,14.6,NA,NA,"NNE",48,"NW","NW",15,28,88,86,1014.5,1012.5,8,8,9.6,10.5,"Yes","Yes"
"51975",2015-08-03,3.8,11.1,NA,NA,"NW",65,"NW","WNW",33,30,62,57,1014.7,1015.3,3,1,9.2,10,"Yes","No"
"51976",2015-08-04,-5.3,8.9,NA,NA,"NW",48,NA,"N",0,31,86,50,1023.1,1018.7,NA,NA,0.1,7.4,"No","No"
"51977",2015-08-05,0,10.1,NA,NA,"WNW",63,"NNW","NW",28,30,88,80,1013.8,1010.7,6,8,3.4,6.9,"No","No"
"51978",2015-08-06,-0.1,12.2,NA,NA,"WNW",35,"NW","WNW",19,20,74,43,1017.4,1017.3,NA,2,4.8,11.7,"No","No"
"51979",2015-08-07,-3.5,13,NA,NA,"N",28,"WNW","NNW",2,15,99,54,1025.2,1022,8,2,1.3,12.2,"No","No"
"51980",2015-08-08,-3,13.4,NA,NA,"WNW",20,NA,"NNW",0,9,99,41,1026.4,1022.9,8,NA,-0.4,12.6,"No","No"
"51981",2015-08-09,-4.7,13.3,NA,NA,"WNW",30,"N","NNW",6,19,90,50,1025.1,1019.8,NA,1,2.8,11.4,"No","No"
"51982",2015-08-10,2.7,14.4,NA,NA,"NW",44,"NW","NW",19,28,59,51,1017.1,1013.2,1,8,9.2,13.4,"No","No"
"51983",2015-08-11,3.1,13.6,NA,NA,"NW",44,"NNW","NW",20,24,74,42,1014.7,1012,NA,NA,8.8,12.4,"No",NA
"51984",2015-08-12,-3.5,7.5,NA,NA,NA,NA,NA,"NW",0,30,95,85,1006,1004.1,NA,8,2.2,4.9,NA,"Yes"
"51985",2015-08-13,0.5,12.2,NA,NA,"W",52,"NW","WNW",22,33,74,56,1016.3,1017.3,NA,NA,7.5,10.6,"Yes","No"
"51986",2015-08-14,-2.8,15.4,NA,NA,"N",31,"SW","NNW",6,24,84,56,1026.2,1024.2,NA,NA,4.3,14.2,"No","No"
"51987",2015-08-15,-1.6,15.1,NA,NA,"N",19,"NNE","N",6,11,91,49,1032.1,1029.4,8,5,5.4,14.7,"No","No"
"51988",2015-08-16,0.5,15.3,NA,NA,"WNW",41,"WNW","NW",4,24,86,46,1028,1021.9,NA,NA,7.3,14.9,"No","No"
"51989",2015-08-17,3.3,12.5,NA,NA,"W",52,"NW","WNW",22,30,76,66,1017.5,1014.9,8,8,8.6,10.4,"No","No"
"51990",2015-08-18,-4.1,12.3,NA,NA,"W",31,NA,"N",0,11,75,44,1021.6,1020.8,NA,NA,4,11.2,"No","No"
"51991",2015-08-19,-3.8,13,NA,NA,"NNW",26,"NW","N",7,11,84,50,1027.7,1025.1,1,NA,4.5,11.4,"No","No"
"51992",2015-08-20,-1.8,15.6,NA,NA,"NW",30,NA,"NNW",0,20,99,46,1029.2,1025.5,8,NA,4.1,14.9,"No","No"
"51993",2015-08-21,-2.5,17.7,NA,NA,"NW",41,"W","NW",2,28,83,53,1026.5,1022.2,NA,NA,5.4,15.3,"No","Yes"
"51994",2015-08-22,2.7,21,NA,NA,"NW",67,"SSW","NW",7,43,93,48,1021.4,1017.1,6,1,11.8,19.9,"Yes","No"
"51995",2015-08-23,10.7,16.5,NA,NA,"NNW",37,"NNW","NNW",20,20,82,73,1021.1,1019.4,6,7,12.7,13.8,"No","No"
"51996",2015-08-24,7.4,11.6,NA,NA,"SE",39,"SE","SSE",15,20,76,78,1020.6,1017.7,8,8,11.4,10.3,"No","Yes"
"51997",2015-08-25,6.5,10.5,NA,NA,"S",54,"S","S",28,22,75,89,1019.4,1020.1,8,8,9.9,7.7,"Yes","Yes"
"51998",2015-08-26,7.2,14.9,NA,NA,"SSW",39,"S","S",26,24,74,69,1024.6,1021.8,7,5,9.8,13.5,"Yes","Yes"
"51999",2015-08-27,6.6,15.8,NA,NA,"NNW",39,NA,"NW",0,26,99,59,1020.4,1016.7,7,8,9.6,14.7,"Yes","No"
"52000",2015-08-28,5.6,15.2,NA,NA,"NW",37,"NNW","NW",9,30,76,70,1021.6,1020.7,7,8,8.5,11.8,"No","Yes"
"52001",2015-08-29,4,14,NA,NA,"NW",41,"NW","WNW",20,24,74,40,1023,1019.3,NA,NA,8.7,13.5,"Yes","No"
"52002",2015-08-30,-2.9,14.5,NA,NA,"SSE",33,"NNW","W",2,9,89,49,1022.3,1018.8,7,3,3.9,13.5,"No","No"
"52003",2015-08-31,-3,15,NA,NA,"N",31,"W","N",7,13,65,52,1019.2,1015.1,NA,4,6.2,12.9,"No","No"
"52004",2015-09-01,-3.1,14.2,NA,NA,"N",37,"N","NNW",4,28,99,55,1016.7,1013.7,8,NA,2.8,13.1,"No","No"
"52005",2015-09-02,-2.8,16.8,NA,NA,"NNW",31,"NW","NNW",4,19,89,38,1017.7,1011.3,NA,NA,4.5,16.4,"No","Yes"
"52006",2015-09-03,4.4,12.9,NA,NA,"S",41,"NW","SSW",17,17,85,77,1006.7,1009.5,8,7,9.8,10.8,"Yes","Yes"
"52007",2015-09-04,0.7,16.7,NA,NA,"NW",39,"WSW","NW",6,26,79,51,1023,1020.1,NA,1,9.7,15.5,"Yes","No"
"52008",2015-09-05,-0.1,16.9,NA,NA,"NW",24,NA,"NNW",0,7,82,36,1023.5,1020,NA,NA,8,16.5,"No","No"
"52009",2015-09-06,4.4,14.8,NA,NA,"NW",30,"SSW","W",7,9,80,63,1024.7,1020,4,8,9.9,13.6,"No","No"
"52010",2015-09-07,3.6,13.9,NA,NA,"WNW",57,"NNW","WNW",33,33,70,35,1016.5,1015.9,NA,NA,11,11.9,"No","No"
"52011",2015-09-08,3,13.1,NA,NA,"NW",44,"WNW","NNW",19,33,59,70,1019.2,1016.6,NA,1,10,11,"No","No"
"52012",2015-09-09,-2.7,16.1,NA,NA,"NNW",30,"NNE","NW",7,20,80,54,1024.4,1022.7,NA,NA,6.6,15.3,"No","No"
"52013",2015-09-10,1.8,17,NA,NA,"S",31,"S","SSW",19,9,57,44,1031.8,1029.3,NA,NA,10.6,16.8,"No","No"
"52014",2015-09-11,0,18.9,NA,NA,"N",41,NA,"NNW",0,26,80,51,1032.6,1027.8,NA,NA,8.8,18.1,"No","No"
"52015",2015-09-12,-0.5,21.4,NA,NA,"NNW",31,"WNW","N",6,22,75,38,1030,1025.8,NA,NA,11.3,20.8,"No","No"
"52016",2015-09-13,1,21.7,NA,NA,"NW",22,"NE","N",4,15,71,30,1029.4,1025.7,4,NA,12,21,"No","No"
"52017",2015-09-14,2,22.4,NA,NA,"NNW",44,NA,"NNW",0,28,78,42,1026.2,1021,NA,NA,12.7,21.4,"No","No"
"52018",2015-09-15,5,18.7,NA,NA,"NW",78,"NW","W",31,35,53,40,1014.6,1013.4,7,NA,16.6,17,"No","No"
"52019",2015-09-16,-1.5,17.5,NA,NA,"NNW",39,"E","NW",4,26,67,46,1018.6,1015.1,NA,NA,9.9,16.5,"No","No"
"52020",2015-09-17,-1.5,17.3,NA,NA,"WSW",30,"WNW","N",6,9,74,33,1020.1,1018.7,NA,NA,9.4,16.8,"No","No"
"52021",2015-09-18,3.5,16.8,NA,NA,"ESE",31,"SE","SE",17,17,59,47,1027.8,1025.9,4,5,11,14.8,"No","No"
"52022",2015-09-19,3.4,15.5,NA,NA,"ENE",26,"SE","WSW",9,6,68,60,1028.1,1024.1,7,8,12.2,14.6,"No","No"
"52023",2015-09-20,3.6,19.6,NA,NA,"N",28,"WSW","N",7,13,67,41,1024.9,1020.4,6,1,11.8,17.8,"No","No"
"52024",2015-09-21,2,20.7,NA,NA,"WNW",63,"NNW","NW",9,24,77,48,1020.3,1015.9,NA,6,12.6,18.1,"No","No"
"52025",2015-09-22,4.9,15.2,NA,NA,"SSE",52,"S","S",13,30,61,38,1019.1,1019.6,1,7,10.4,11.8,"No","No"
"52026",2015-09-23,2.2,13.7,NA,NA,"S",57,"S","S",37,39,51,38,1028.6,1027,NA,NA,8.1,11.5,"No","No"
"52027",2015-09-24,1.4,12.8,NA,NA,"S",54,"SSE","SSE",28,19,54,45,1028.7,1026.8,3,2,9.4,11.6,"No","No"
"52028",2015-09-25,0.5,14.9,NA,NA,"SSW",50,"S","SSE",28,19,62,48,1031.8,1029,7,8,10.2,14.4,"No","No"
"52029",2015-09-26,0.1,17.6,NA,NA,"SE",44,"S","SE",20,15,65,50,1030.2,1025.9,8,6,11.5,15.9,"No","No"
"52030",2015-09-27,1.4,20,NA,NA,"NW",31,"E","NW",7,17,63,43,1025.5,1020.2,NA,NA,11.3,18.8,"No","No"
"52031",2015-09-28,3.2,20.4,NA,NA,"NNW",35,"NW","NNW",6,22,69,47,1021.8,1017.2,NA,2,11.7,19.2,"No","No"
"52032",2015-09-29,2.5,22.1,NA,NA,"NW",54,"NNW","WNW",7,30,58,32,1019.6,1016.1,NA,1,13.8,20.3,"No","No"
"52033",2015-09-30,1.7,21.3,NA,NA,NA,NA,"SW","NNW",7,24,69,31,1022.6,1020.3,NA,NA,13.7,20.3,"No","No"
"52034",2015-10-01,11.1,23.1,NA,NA,"NW",48,"NNW","NW",11,31,70,31,1026.6,1024.4,NA,NA,15.7,21.9,"No","No"
"52035",2015-10-02,0.9,24.9,NA,NA,"N",30,"E","NNW",6,19,70,29,1034.4,1030.7,NA,NA,14.8,24.5,"No","No"
"52036",2015-10-03,2.8,26.5,NA,NA,"NNW",43,"N","NW",6,28,62,27,1032.8,1027,NA,NA,15.4,26,"No","No"
"52037",2015-10-04,6.7,28.3,NA,NA,"NNW",44,"NNW","NW",11,28,82,23,1026.2,1024.9,1,NA,12.2,27.7,"No","No"
"52038",2015-10-05,9.1,31.7,NA,NA,"N",39,NA,"N",0,28,56,18,1026.6,1023.4,8,NA,17.3,30.9,"No","No"
"52039",2015-10-06,6.8,31.8,NA,NA,"NNW",61,"ENE","WNW",4,39,55,17,1025.2,1020.9,NA,NA,17.5,31.4,"No","No"
"52040",2015-10-07,7.4,18.6,NA,NA,"NE",43,"E","ENE",20,26,70,62,1029.5,1032.5,1,8,16.6,15.8,"No","No"
"52041",2015-10-08,8.5,20,NA,NA,NA,NA,"E","NNE",17,19,66,49,1038.6,1034.3,8,3,12.5,19.1,"No","No"
"52042",2015-10-09,7.6,27.1,NA,NA,"S",50,"ESE","WNW",4,15,83,39,1033.9,1028.5,8,NA,12.6,26,"No","Yes"
"52043",2015-10-10,5.9,27.4,NA,NA,"NW",30,"SE","NW",9,24,82,45,1029.9,1025.8,NA,1,13.2,24.5,"Yes","No"
"52044",2015-10-11,6.5,22.1,NA,NA,"NNW",56,NA,"WNW",0,19,74,55,1023.3,1019.9,7,8,15.4,20.1,"No","No"
"52045",2015-10-12,7.7,25,NA,NA,"NW",48,"NNW","NNW",6,28,67,36,1017.3,1014,NA,NA,16.7,24.2,"No","No"
"52046",2015-10-13,11.3,21.3,NA,NA,"ENE",39,"SE","ENE",11,22,66,54,1023,1022,4,8,14.9,19.4,"No","No"
"52047",2015-10-14,11,26.1,NA,NA,"NE",30,"ENE","NNW",7,13,71,43,1026.6,1023.6,7,2,16.5,23.6,"No","No"
"52048",2015-10-15,7.7,28.5,NA,NA,"N",50,NA,"NW",0,26,84,42,1025.8,1021.3,NA,NA,15.7,27.2,"No","No"
"52049",2015-10-16,8.2,30.1,NA,NA,"NW",44,"N","WNW",6,28,61,29,1023.4,1020.4,NA,NA,19,29.4,"No","No"
"52050",2015-10-17,11.1,27.8,NA,NA,"W",52,"NNE","W",4,20,56,33,1024.2,1022.3,1,8,21.5,26.3,"No","Yes"
"52051",2015-10-18,11.5,21.6,NA,NA,"NE",30,"ENE","ENE",15,19,82,61,1029.3,1026.9,8,7,15.6,20.4,"Yes","No"
"52052",2015-10-19,12.1,27.6,NA,NA,"NW",39,"SSW","WNW",6,20,82,47,1026.2,1021.7,8,1,15.6,26.5,"No","No"
"52053",2015-10-20,9.4,29.5,NA,NA,"WSW",52,"SE","WNW",2,22,65,34,1021.6,1017.1,NA,5,19.6,29.1,"No","Yes"
"52054",2015-10-21,15,23.8,NA,NA,"W",41,"N","SW",7,13,70,78,1014.6,1013.7,2,5,20.6,18,"Yes","Yes"
"52055",2015-10-22,12.4,19,NA,NA,"ESE",37,"S","SE",15,20,85,64,1013.7,1013.7,8,8,14.6,18.1,"Yes","No"
"52056",2015-10-23,9.8,16.7,NA,NA,"NNE",28,"ESE","NE",15,9,66,55,1022.2,1020.8,8,8,12,16,"No","No"
"52057",2015-10-24,6.8,23.1,NA,NA,"NW",43,"SE","NW",2,26,72,38,1023.6,1019.9,NA,1,13,21.7,"No","No"
"52058",2015-10-25,4.7,26.5,NA,NA,NA,NA,"SE","NNW",2,26,65,35,1021.9,1017.4,NA,NA,15.7,25.7,"No",NA
"52059",2015-10-26,7.6,27,NA,NA,"NNW",54,"W","NW",15,30,67,39,1017.1,1013.9,8,NA,16.5,25.5,NA,"No"
"52060",2015-10-27,9.6,17.4,NA,NA,"E",52,"SSE","SE",26,20,52,47,1027.2,1025.8,3,2,11.6,16.6,"No","No"
"52061",2015-10-28,8,22.5,NA,NA,"NNE",28,"E","N",11,11,61,31,1025.2,1020.3,6,NA,12.7,21.4,"No","No"
"52062",2015-10-29,5.2,25.3,NA,NA,"E",44,"WSW","W",7,9,71,31,1023.4,1020.1,NA,NA,14,24.2,"No","No"
"52063",2015-10-30,5,25,NA,NA,"NNW",35,"S","NNW",7,24,61,38,1023.2,1019.2,NA,NA,14.8,23.4,"No","No"
"52064",2015-10-31,8.9,22.5,NA,NA,"W",44,"NNE","N",6,26,67,39,1020.4,1017.2,NA,8,17.7,21.8,"No","Yes"
"52065",2015-11-01,8.9,25.3,NA,NA,"W",57,"NW","NNW",9,13,78,60,1015.7,1010.7,NA,8,18.1,20.8,"Yes","Yes"
"52066",2015-11-02,14,25.4,NA,NA,"NW",37,"NW","W",24,22,84,45,1011.1,1009.8,5,2,17.9,23.7,"Yes","No"
"52067",2015-11-03,13.8,21.3,NA,NA,"ENE",33,"E","E",13,15,74,64,1016.9,1015.8,8,8,15.9,19.2,"No","No"
"52068",2015-11-04,13.9,20.8,NA,NA,"E",39,"ESE","E",11,20,75,66,1018.2,1015.6,8,8,16.8,19.1,"No","Yes"
"52069",2015-11-05,13.5,22.3,NA,NA,"NE",37,"NE","NE",9,19,91,66,1012.7,1007.9,8,8,14.7,22,"Yes","Yes"
"52070",2015-11-06,14.7,23.7,NA,NA,"WNW",39,"NW","WNW",19,22,80,63,1008.1,1006.7,2,8,19,21.3,"Yes","No"
"52071",2015-11-07,9.6,23.2,NA,NA,"NW",41,"NNW","WNW",15,20,72,38,1012,1011.5,1,NA,18.8,22.3,"No","No"
"52072",2015-11-08,10.2,20.7,NA,NA,"ESE",35,"SE","E",15,17,63,50,1020.5,1019,NA,5,15.1,20,"No","No"
"52073",2015-11-09,9.7,27.8,NA,NA,"W",24,"WSW","WSW",6,9,81,30,1021.3,1015.3,8,NA,13.5,26.7,"No","No"
"52074",2015-11-10,9.7,30.7,NA,NA,"S",41,"WNW","SSW",6,26,60,40,1015.9,1012.8,NA,2,19.9,27.2,"No","No"
"52075",2015-11-11,13.2,18.7,NA,NA,"E",31,"SE","SE",9,7,79,91,1021,1020.3,8,8,15.8,16.9,"No","Yes"
"52076",2015-11-12,13.7,22.7,NA,NA,"NNE",33,"SSE","N",11,19,85,69,1018.9,1015.9,8,8,17.1,20.7,"Yes","Yes"
"52077",2015-11-13,12.3,23.6,NA,NA,"NW",44,NA,"W",0,11,92,64,1014,1010.7,8,5,15.7,21.1,"Yes","Yes"
"52078",2015-11-14,11.6,15.3,NA,NA,NA,NA,"S","ESE",9,13,86,80,1014.7,1013.7,8,7,12.4,14.3,"Yes","Yes"
"52079",2015-11-15,10.7,21.1,NA,NA,"ESE",41,"S","E",20,22,59,39,1018.5,1016.7,NA,5,14.1,19.6,"Yes","No"
"52080",2015-11-16,4.9,23.3,NA,NA,"WNW",30,"SSE","W",7,17,63,40,1019.8,1016.1,NA,NA,14.3,22.4,"No","No"
"52081",2015-11-17,7,26.5,NA,NA,"N",44,"NE","W",4,15,67,33,1018.8,1014.6,NA,5,16.5,25.7,"No","No"
"52082",2015-11-18,9.6,30,NA,NA,"WNW",54,"NNW","WNW",26,37,38,22,1014.5,1012,NA,NA,22.2,29.1,"No","No"
"52083",2015-11-19,10.6,34.8,NA,NA,"WSW",52,NA,"WSW",0,31,58,19,1017.1,1012.9,NA,NA,17.7,34.3,"No","No"
"52084",2015-11-20,13.1,36.1,NA,NA,"W",72,"NNW","W",9,37,50,15,1012.6,1008.1,NA,NA,24.3,35.1,"No","No"
"52085",2015-11-21,15.2,26.5,NA,NA,"E",43,"S","SSW",15,11,57,31,1015,1014.3,NA,NA,18.8,24.9,"No","No"
"52086",2015-11-22,13.5,25.3,NA,NA,"NW",39,"NNE","WSW",11,11,69,39,1018.9,1013.8,8,5,15.6,24.4,"No","No"
"52087",2015-11-23,8,26.1,NA,NA,"W",48,"NNW","NW",6,26,59,28,1012.6,1010.3,NA,NA,17.4,25.4,"No","No"
"52088",2015-11-24,6.9,27.4,NA,NA,"WNW",43,"NW","WNW",6,22,71,21,1016.8,1012.3,1,NA,15.9,26.6,"No","No"
"52089",2015-11-25,5.2,30.3,NA,NA,"NW",61,"NNW","NNW",9,28,42,18,1012.7,1006.8,NA,NA,19.5,29.1,"No","No"
"52090",2015-11-26,19.5,23.7,NA,NA,"NW",72,"NW","W",35,37,41,27,1001.4,1004.5,7,NA,21.5,21.6,"No","No"
"52091",2015-11-27,0.5,22.9,NA,NA,"N",41,"NW","NW",9,22,40,19,1015.4,1012.5,NA,NA,13.4,20.8,"No","No"
"52092",2015-11-28,9.2,27.4,NA,NA,"E",52,"SE","NW",11,17,63,30,1016.9,1013.1,NA,NA,17.3,25.2,"No","No"
"52093",2015-11-29,15.9,27.4,NA,NA,"WSW",41,"NW","WNW",13,17,64,25,1013,1009.7,8,NA,19.4,25.5,"No","No"
"52094",2015-11-30,7.9,28.4,NA,NA,"NW",48,"NNE","W",9,24,63,23,1011.4,1009.1,NA,NA,18.1,27.4,"No","No"
"52095",2015-12-01,10.4,35,NA,NA,"NW",78,"E","WNW",4,41,34,16,1010.1,1007,NA,8,23.8,30.6,"No","Yes"
"52096",2015-12-02,12,23.2,NA,NA,"E",41,"WNW","WSW",15,9,46,24,1013.5,1014.9,NA,NA,16.8,21.5,"Yes","No"
"52097",2015-12-03,6.6,26.8,NA,NA,"ENE",43,"ENE","SW",9,9,63,23,1026,1021.9,2,NA,14,25.7,"No","No"
"52098",2015-12-04,7.8,29.8,NA,NA,"E",39,"E","NNW",6,13,52,21,1025.1,1020,NA,NA,17.1,28.4,"No","No"
"52099",2015-12-05,8.1,32,NA,NA,"E",37,"WSW","W",6,11,42,22,1021.5,1016.5,NA,2,19.4,29.7,"No","No"
"52100",2015-12-06,11.2,32.7,NA,NA,"ESE",41,"SSW","WNW",7,17,33,20,1019.6,1015.3,NA,1,22.6,32.4,"No","No"
"52101",2015-12-07,15.7,28.8,NA,NA,"ESE",33,"ESE","ENE",9,17,67,37,1020.4,1017,7,5,19.2,27.2,"No","No"
"52102",2015-12-08,16.8,28.2,NA,NA,"NNW",70,"NE","WNW",4,15,62,56,1016.2,1015,8,8,20.7,22.9,"No","No"
"52103",2015-12-09,17.2,30.6,NA,NA,"NW",46,"NNW","W",19,30,72,34,1015.2,1012.6,8,NA,21.4,29.4,"No","No"
"52104",2015-12-10,12.2,31.6,NA,NA,"WNW",48,"WSW","W",6,30,63,19,1014.6,1010.2,NA,NA,19.6,30.7,"No","No"
"52105",2015-12-11,10.8,27.4,NA,NA,"WNW",70,"WNW","WNW",15,37,40,19,1005.8,1003.7,NA,1,23,26.3,"No","No"
"52106",2015-12-12,3.8,26.1,NA,NA,"ENE",50,"WSW","N",7,20,39,15,1013.2,1010.9,NA,NA,15.7,23.7,"No","No"
"52107",2015-12-13,7.3,27.7,NA,NA,"NW",37,"NW","N",6,22,62,23,1017.4,1013.5,NA,7,16,24.3,"No","No"
"52108",2015-12-14,6.5,32.2,NA,NA,"W",37,"SSW","NNE",6,11,39,12,1015.6,1012.4,NA,NA,19.5,29.8,"No","No"
"52109",2015-12-15,12.4,30.3,NA,NA,"ENE",37,"ESE","SE",2,17,34,19,1014.9,1012.9,1,8,19.8,28.3,"No","No"
"52110",2015-12-16,13.1,27,NA,NA,"ESE",48,"SE","WSW",11,13,62,34,1015.5,1014.1,NA,8,21,23.7,"No","Yes"
"52111",2015-12-17,10.4,30.2,NA,NA,"WNW",30,"S","WNW",7,13,73,31,1017.9,1014.5,4,1,17.6,27.3,"Yes","No"
"52112",2015-12-18,13.6,33.6,NA,NA,"WNW",35,"N","N",4,11,60,24,1016.8,1012.9,NA,NA,22.6,31.2,"No","No"
"52113",2015-12-19,15.4,36.3,NA,NA,"NW",37,"NNW","WNW",6,17,47,21,1015.3,1011.9,NA,NA,25.6,33.3,"No","No"
"52114",2015-12-20,16.2,37,NA,NA,"W",70,"NW","WNW",4,39,29,15,1012.9,1007.6,NA,1,26,36.7,"No","No"
"52115",2015-12-21,19.3,27.9,NA,NA,"ENE",43,"NNW","W",22,19,83,21,1015.1,1015.4,8,1,20.6,27.7,"No","No"
"52116",2015-12-22,14,24.9,NA,NA,"E",46,"E","ENE",9,24,58,40,1023,1019.5,7,6,15.5,24,"No","No"
"52117",2015-12-23,13.6,25.4,NA,NA,"E",35,"E","E",13,13,63,41,1019.8,1015.3,8,7,16.1,24.7,"No","No"
"52118",2015-12-24,10.9,26.2,NA,NA,"E",43,"ESE","ENE",13,28,55,32,1019.9,1016.1,NA,2,17.9,25.9,"No","No"
"52119",2015-12-25,9.2,28.7,NA,NA,"NE",44,"NE","N",17,11,56,27,1017.3,1011.1,NA,1,18.4,26.6,"No","No"
"52120",2015-12-26,11.4,22,NA,NA,NA,NA,"SSW","NNW",4,28,58,88,1006.2,1004.5,NA,8,20.6,19.2,"No","Yes"
"52121",2015-12-27,11,24,NA,NA,"S",41,"S","S",24,11,47,24,1016.1,1016.6,NA,NA,15,22.1,"Yes","No"
"52122",2015-12-28,6.4,24.7,NA,NA,"ENE",37,"SSE","SSW",15,13,46,23,1023.6,1020.5,NA,2,14.1,22.9,"No","No"
"52123",2015-12-29,9.2,30.2,NA,NA,"ENE",37,"ESE","W",11,15,57,16,1022,1017.7,NA,NA,16.2,27,"No","No"
"52124",2015-12-30,9.4,32.4,NA,NA,"ENE",41,"SW","WNW",7,9,61,19,1018.8,1015.3,NA,NA,19.1,30.6,"No","No"
"52125",2015-12-31,11.4,34,NA,NA,"ENE",37,"W","NNE",7,13,45,13,1018.1,1013.8,NA,NA,21,31.6,"No","No"
